gene_id,batch1,batch2,batch3,chem1,chem2,chem3
YJL141C|YAK1,0,0,0,0,0,0
YJL140W|RPB4,0,0,0,0,0,0
YJL139C|YUR1,0,0,0,0,0,0
YJL138C|TIF2,0,0,0,0,0,0
YJL137C|GLG2,0,0,0,0,0,0
YJL136W-A|YJL136W-A,0,0,0,0,0,0
YJL136C|RPS21B,0,0,0,0,0,0
YJL135W|YJL135W,0,0,0,0,0,0
YJL134W|LCB3,0,0,0,0,0,0
YJL133C-A|YJL133C-A,0,0,0,0,0,0
YJL133W|MRS3,0,0,0,0,0,0
YJL132W|YJL132W,0,0,0,0,0,0
YJL131C|AIM23,0,0,0,0,0,0
YJL130C|URA2,0,0,0,0,0,0
YJL129C|TRK1,0,0,0,0,0,0
YJL128C|PBS2,0,0,0,0,0,0
YJL127W-A|YJL127W-A,0,0,0,0,0,0
YJL127C-B|YJL127C-B,0,0,0,0,0,0
YJL127C|SPT10,0,0,0,0,0,0
YJL126W|NIT2,0,0,0,0,0,0
YJL125C|GCD14,0,0,0,0,0,0
YJL124C|LSM1,0,0,0,0,0,0
YJL123C|MTC1,0,0,0,0,0,0
YJL122W|ALB1,0,0,0,0,0,0
YJL121C|RPE1,0,0,0,0,0,0
YJL120W|YJL120W,0,0,0,0,0,0
YJL119C|YJL119C,0,0,0,0,0,0
YJL118W|YJL118W,0,0,0,0,0,0
YJL117W|PHO86,0,0,0,0,0,0
YJL116C|NCA3,0,0,0,0,0,0
YJL115W|ASF1,0,0,0,0,0,0
tA(AGC)J|tA(AGC)J,0,0,0,0,0,0
YJL114W|YJL114W,0,0,0,0,0,0
YJL113W|YJL113W,0,0,0,0,0,0
tD(GUC)J1|tD(GUC)J1,0,0,0,0,0,0
YJL112W|MDV1,0,0,0,0,0,0
YJL111W|CCT7,0,0,0,0,0,0
YJL110C|GZF3,0,0,0,0,0,0
YJL109C|UTP10,0,0,0,0,0,0
YJL108C|PRM10,0,0,0,0,0,0
YJL107C|YJL107C,0,0,0,0,0,0
YJL106W|IME2,0,0,0,0,0,0
YJL105W|SET4,0,0,0,0,0,0
YJL104W|PAM16,0,0,0,0,0,0
snR37|SNR37,0,0,0,0,0,0
YJL103C|GSM1,0,0,0,0,0,0
YJL102W|MEF2,0,0,0,0,0,0
tR(ACG)J|tR(ACG)J,0,0,0,0,0,0
YJL101C|GSH1,0,0,0,0,0,0
YJL100W|LSB6,0,0,0,0,0,0
YJL099W|CHS6,0,0,0,0,0,0
YJL098W|SAP185,0,0,0,0,0,0
YJL097W|PHS1,0,0,0,0,0,0
YJL096W|MRPL49,0,0,0,0,0,0
YJL095W|BCK1,0,0,0,0,0,0
YJL094C|KHA1,0,0,0,0,0,0
YJL093C|TOK1,0,0,0,0,0,0
YJL092W|SRS2,0,0,0,0,0,0
YJL091C|GWT1,0,0,0,0,0,0
YJL090C|DPB11,0,0,0,0,0,0
YJL089W|SIP4,0,0,0,0,0,0
YJL088W|ARG3,0,0,0,0,0,0
YJL087C|TRL1,0,0,0,0,0,0
YJL086C|YJL086C,0,0,0,0,0,0
YJL085W|EXO70,0,0,0,0,0,0
YJL084C|ALY2,0,0,0,0,0,0
YJL083W|TAX4,0,0,0,0,0,0
YJL082W|IML2,0,0,0,0,0,0
YJL081C|ARP4,0,0,0,0,0,0
YJL080C|SCP160,0,0,0,0,0,0
YJL079C|PRY1,0,0,0,0,0,0
YJL078C|PRY3,0,0,0,0,0,0
YJL077W-B|YJL077W-B,0,0,0,0,0,0
YJL077C|ICS3,0,0,0,0,0,0
YJL077W-A|YJL077W-A,0,0,0,0,0,0
YJL076W|NET1,0,0,0,0,0,0
YJL075C|APQ13,0,0,0,0,0,0
YJL074C|SMC3,0,0,0,0,0,0
YJL073W|JEM1,0,0,0,0,0,0
YJL072C|PSF2,0,0,0,0,0,0
YJL071W|ARG2,0,0,0,0,0,0
YJL070C|YJL070C,0,0,0,0,0,0
YJL069C|UTP18,0,0,0,0,0,0
YJL068C|YJL068C,0,0,0,0,0,0
YJL067W|YJL067W,0,0,0,0,0,0
YJL066C|MPM1,0,0,0,0,0,0
YJL065C|DLS1,0,0,0,0,0,0
YJL064W|YJL064W,0,0,0,0,0,0
YJL063C|MRPL8,0,0,0,0,0,0
YJL062W-A|RRG10,0,0,0,0,0,0
YJL062W|LAS21,0,0,0,0,0,0
YJL061W|NUP82,0,0,0,0,0,0
YJL060W|BNA3,0,0,0,0,0,0
YJL059W|YHC3,0,0,0,0,0,0
YJL058C|BIT61,0,0,0,0,0,0
YJL057C|IKS1,0,0,0,0,0,0
YJL056C|ZAP1,0,0,0,0,0,0
YJL055W|YJL055W,0,0,0,0,0,0
YJL054W|TIM54,0,0,0,0,0,0
YJL053W|PEP8,0,0,0,0,0,0
YJL052C-A|YJL052C-A,0,0,0,0,0,0
YJL052W|TDH1,0,0,0,0,0,0
YJL051W|IRC8,0,0,0,0,0,0
YJL050W|MTR4,0,0,0,0,0,0
YJL049W|YJL049W,0,0,0,0,0,0
YJL048C|UBX6,0,0,0,0,0,0
YJL047C-A|YJL047C-A,0,0,0,0,0,0
snR60|SNR60,0,0,0,0,0,0
YJL047C|RTT101,0,0,0,0,0,0
YJL046W|AIM22,0,0,0,0,0,0
tY(GUA)J1|SUP7,0,0,0,0,0,0
tR(UCU)J1|tR(UCU)J1,0,0,0,0,0,0
tD(GUC)J2|tD(GUC)J2,0,0,0,0,0,0
YJL045W|YJL045W,0,0,0,0,0,0
YJL044C|GYP6,0,0,0,0,0,0
YJL043W|YJL043W,0,0,0,0,0,0
YJL042W|MHP1,0,0,0,0,0,0
YJL041W|NSP1,0,0,0,0,0,0
YJL039C|NUP192,0,0,0,0,0,0
tD(GUC)J3|tD(GUC)J3,0,0,0,0,0,0
tR(UCU)J2|tR(UCU)J2,0,0,0,0,0,0
YJL038C|LOH1,0,0,0,0,0,0
YJL037W|IRC18,0,0,0,0,0,0
tV(AAC)J|tV(AAC)J,0,0,0,0,0,0
YJL036W|SNX4,0,0,0,0,0,0
YJL035C|TAD2,0,0,0,0,0,0
YJL034W|KAR2,0,0,0,0,0,0
YJL033W|HCA4,0,0,0,0,0,0
YJL032W|YJL032W,0,0,0,0,0,0
YJL031C|BET4,0,0,0,0,0,0
YJL030W|MAD2,0,0,0,0,0,0
YJL029C|VPS53,0,0,0,0,0,0
tM(CAU)J1|EMT5,0,0,0,0,0,0
YJL028W|YJL028W,0,0,0,0,0,0
YJL027C|YJL027C,0,0,0,0,0,0
YJL026W|RNR2,0,0,0,0,0,0
YJL026C-A|YJL026C-A,0,0,0,0,0,0
YJL025W|RRN7,0,0,0,0,0,0
YJL024C|APS3,0,0,0,0,0,0
tG(GCC)J1|tG(GCC)J1,0,0,0,0,0,0
YJL023C|PET130,0,0,0,0,0,0
YJL022W|YJL022W,0,0,0,0,0,0
YJL020C|BBC1,0,0,0,0,0,0
YJL020W-A|YJL020W-A,0,0,0,0,0,0
YJL019W|MPS3,0,0,0,0,0,0
YJL016W|YJL016W,0,0,0,0,0,0
YJL015C|YJL015C,0,0,0,0,0,0
YJL014W|CCT3,0,0,0,0,0,0
YJL013C|MAD3,0,0,0,0,0,0
YJL012C|VTC4,0,0,0,0,0,0
YJL011C|RPC17,0,0,0,0,0,0
tK(CUU)J|tK(CUU)J,0,0,0,0,0,0
tW(CCA)J|tW(CCA)J,0,0,0,0,0,0
YJL010C|NOP9,0,0,0,0,0,0
YJL009W|YJL009W,0,0,0,0,0,0
YJL008C|CCT8,0,0,0,0,0,0
YJL007C|YJL007C,0,0,0,0,0,0
tM(CAU)J2|EMT3,0,0,0,0,0,0
YJL006C|CTK2,0,0,0,0,0,0
tL(UAA)J|SUP51,0,0,0,0,0,0
YJL005W|CYR1,0,0,0,0,0,0
YJL004C|SYS1,0,0,0,0,0,0
YJL003W|COX16,0,0,0,0,0,0
YJL002C|OST1,0,0,0,0,0,0
YJL001W|PRE3,0,0,0,0,0,0
YJR001W|AVT1,0,0,0,0,0,0
YJR002W|MPP10,0,0,0,0,0,0
YJR003C|YJR003C,0,0,0,0,0,0
YJR004C|SAG1,0,0,0,0,0,0
YJR005W|APL1,0,0,0,0,0,0
YJR005C-A|YJR005C-A,0,0,0,0,0,0
YJR006W|POL31,0,0,0,0,0,0
YJR007W|SUI2,0,0,0,0,0,0
YJR008W|YJR008W,0,0,0,0,0,0
YJR009C|TDH2,0,0,0,0,0,0
YJR010W|MET3,0,0,0,0,0,0
YJR010C-A|SPC1,0,0,0,0,0,0
YJR011C|YJR011C,0,0,0,0,0,0
YJR012C|YJR012C,0,0,0,0,0,0
YJR013W|GPI14,0,0,0,0,0,0
YJR014W|TMA22,0,0,0,0,0,0
YJR015W|YJR015W,0,0,0,0,0,0
YJR016C|ILV3,0,0,0,0,0,0
YJR017C|ESS1,0,0,0,0,0,0
YJR018W|YJR018W,0,0,0,0,0,0
YJR019C|TES1,0,0,0,0,0,0
YJR020W|YJR020W,0,0,0,0,0,0
YJR021C|REC107,0,0,0,0,0,0
YJR022W|LSM8,0,0,0,0,0,0
YJR023C|YJR023C,0,0,0,0,0,0
YJR024C|MDE1,0,0,0,0,0,0
YJR025C|BNA1,0,0,0,0,0,0
YJR026W|YJR026W,0,0,0,0,0,0
YJR027W|YJR027W,0,0,0,0,0,0
YJR028W|YJR028W,0,0,0,0,0,0
YJR029W|YJR029W,0,0,0,0,0,0
YJR030C|YJR030C,0,0,0,0,0,0
YJR031C|GEA1,0,0,0,0,0,0
YJR032W|CPR7,0,0,0,0,0,0
YJR033C|RAV1,0,0,0,0,0,0
YJR034W|PET191,0,0,0,0,0,0
YJR035W|RAD26,0,0,0,0,0,0
YJR036C|HUL4,0,0,0,0,0,0
YJR037W|YJR037W,0,0,0,0,0,0
YJR038C|YJR038C,0,0,0,0,0,0
YJR039W|YJR039W,0,0,0,0,0,0
YJR040W|GEF1,0,0,0,0,0,0
YJR041C|URB2,0,0,0,0,0,0
YJR042W|NUP85,0,0,0,0,0,0
YJR043C|POL32,0,0,0,0,0,0
tM(CAU)J3|IMT3,0,0,0,0,0,0
YJR044C|VPS55,0,0,0,0,0,0
YJR045C|SSC1,0,0,0,0,0,0
YJR046W|TAH11,0,0,0,0,0,0
tS(AGA)J|tS(AGA)J,0,0,0,0,0,0
YJR047C|ANB1,0,0,0,0,0,0
YJR048W|CYC1,0,0,0,0,0,0
YJR049C|UTR1,0,0,0,0,0,0
YJR050W|ISY1,0,0,0,0,0,0
YJR051W|OSM1,0,0,0,0,0,0
tG(GCC)J2|tG(GCC)J2,0,0,0,0,0,0
YJR052W|RAD7,0,0,0,0,0,0
YJR053W|BFA1,0,0,0,0,0,0
YJR054W|YJR054W,0,0,0,0,0,0
tR(CCU)J|HSX1,0,0,0,0,0,0
YJR055W|HIT1,0,0,0,0,0,0
tD(GUC)J4|tD(GUC)J4,0,0,0,0,0,0
YJR056C|YJR056C,0,0,0,0,0,0
tY(GUA)J2|SUP4,0,0,0,0,0,0
YJR057W|CDC8,0,0,0,0,0,0
YJR058C|APS2,0,0,0,0,0,0
YJR059W|PTK2,0,0,0,0,0,0
YJR060W|CBF1,0,0,0,0,0,0
YJR061W|YJR061W,0,0,0,0,0,0
YJR062C|NTA1,0,0,0,0,0,0
YJR063W|RPA12,0,0,0,0,0,0
YJR064W|CCT5,0,0,0,0,0,0
YJR065C|ARP3,0,0,0,0,0,0
YJR066W|TOR1,0,0,0,0,0,0
YJR067C|YAE1,0,0,0,0,0,0
YJR068W|RFC2,0,0,0,0,0,0
YJR069C|HAM1,0,0,0,0,0,0
YJR070C|LIA1,0,0,0,0,0,0
YJR071W|YJR071W,0,0,0,0,0,0
YJR072C|NPA3,0,0,0,0,0,0
YJR073C|OPI3,0,0,0,0,0,0
YJR074W|MOG1,0,0,0,0,0,0
YJR075W|HOC1,0,0,0,0,0,0
YJR076C|CDC11,0,0,0,0,0,0
YJR077C|MIR1,0,0,0,0,0,0
YJR078W|BNA2,0,0,0,0,0,0
YJR079W|YJR079W,0,0,0,0,0,0
YJR080C|AIM24,0,0,0,0,0,0
YJR082C|EAF6,0,0,0,0,0,0
YJR083C|ACF4,0,0,0,0,0,0
YJR084W|CSN12,0,0,0,0,0,0
YJR085C|YJR085C,0,0,0,0,0,0
YJR086W|STE18,0,0,0,0,0,0
YJR087W|YJR087W,0,0,0,0,0,0
YJR088C|EMC2,0,0,0,0,0,0
YJR089W|BIR1,0,0,0,0,0,0
YJR090C|GRR1,0,0,0,0,0,0
YJR091C|JSN1,0,0,0,0,0,0
YJR092W|BUD4,0,0,0,0,0,0
YJR093C|FIP1,0,0,0,0,0,0
YJR094C|IME1,0,0,0,0,0,0
YJR094W-A|RPL43B,0,0,0,0,0,0
YJR095W|SFC1,0,0,0,0,0,0
YJR096W|YJR096W,0,0,0,0,0,0
YJR097W|JJJ3,0,0,0,0,0,0
YJR098C|YJR098C,0,0,0,0,0,0
YJR099W|YUH1,0,0,0,0,0,0
YJR100C|AIM25,0,0,0,0,0,0
tL(UAG)J|tL(UAG)J,0,0,0,0,0,0
YJR101W|RSM26,0,0,0,0,0,0
YJR102C|VPS25,0,0,0,0,0,0
YJR103W|URA8,0,0,0,0,0,0
YJR104C|SOD1,0,0,0,0,0,0
YJR105W|ADO1,0,0,0,0,0,0
YJR106W|ECM27,0,0,0,0,0,0
YJR107W|YJR107W,0,0,0,0,0,0
YJR108W|ABM1,0,0,0,0,0,0
YJR109C|CPA2,0,0,0,0,0,0
YJR110W|YMR1,0,0,0,0,0,0
YJR111C|YJR111C,0,0,0,0,0,0
YJR112W|NNF1,0,0,0,0,0,0
YJR112W-A|YJR112W-A,0,0,0,0,0,0
YJR113C|RSM7,0,0,0,0,0,0
YJR114W|YJR114W,0,0,0,0,0,0
YJR115W|YJR115W,0,0,0,0,0,0
YJR116W|YJR116W,0,0,0,0,0,0
YJR117W|STE24,0,0,0,0,0,0
YJR118C|ILM1,0,0,0,0,0,0
YJR119C|JHD2,0,0,0,0,0,0
YJR120W|YJR120W,0,0,0,0,0,0
YJR121W|ATP2,0,0,0,0,0,0
YJR122W|IBA57,0,0,0,0,0,0
YJR123W|RPS5,0,0,0,0,0,0
YJR124C|YJR124C,0,0,0,0,0,0
YJR125C|ENT3,0,0,0,0,0,0
YJR126C|VPS70,0,0,0,0,0,0
YJR127C|RSF2,0,0,0,0,0,0
YJR128W|YJR128W,0,0,0,0,0,0
snR3|SNR3,0,0,0,0,0,0
YJR129C|YJR129C,0,0,0,0,0,0
YJR130C|STR2,0,0,0,0,0,0
YJR131W|MNS1,0,0,0,0,0,0
YJR132W|NMD5,0,0,0,0,0,0
YJR133W|XPT1,0,0,0,0,0,0
YJR134C|SGM1,0,0,0,0,0,0
YJR135C|MCM22,0,0,0,0,0,0
YJR135W-A|TIM8,0,0,0,0,0,0
YJR136C|TTI2,0,0,0,0,0,0
YJR137C|MET5,0,0,0,0,0,0
YJR138W|IML1,0,0,0,0,0,0
YJR139C|HOM6,0,0,0,0,0,0
YJR140C|HIR3,0,0,0,0,0,0
YJR140W-A|YJR140W-A,0,0,0,0,0,0
YJR141W|YJR141W,0,0,0,0,0,0
YJR142W|YJR142W,0,0,0,0,0,0
YJR143C|PMT4,0,0,0,0,0,0
YJR144W|MGM101,0,0,0,0,0,0
YJR145C|RPS4A,0,0,0,0,0,0
YJR146W|YJR146W,0,0,0,0,0,0
YJR147W|HMS2,0,0,0,0,0,0
YJR148W|BAT2,0,0,0,0,0,0
YJR149W|YJR149W,0,0,0,0,0,0
YJR150C|DAN1,0,0,0,0,0,0
YJR151C|DAN4,0,0,0,0,0,0
YJR151W-A|YJR151W-A,0,0,0,0,0,0
YJR152W|DAL5,0,0,0,0,0,0
YJR153W|PGU1,0,0,0,0,0,0
YJR154W|YJR154W,0,0,0,0,0,0
YJR155W|AAD10,0,0,0,0,0,0
YJR156C|THI11,0,0,0,0,0,0
YJR157W|YJR157W,0,0,0,0,0,0
YJR158W|HXT16,0,0,0,0,0,0
YJR159W|SOR1,0,0,0,0,0,0
YJR160C|MPH3,0,0,0,0,0,0
YJR161C|COS5,0,0,0,0,0,0
YJR162C|YJR162C,0,0,0,0,0,0
YKL225W|YKL225W,0,0,0,0,0,0
YKL224C|PAU16,0,0,0,0,0,0
YKL223W|YKL223W,0,0,0,0,0,0
YKL222C|YKL222C,0,0,0,0,0,0
YKL221W|MCH2,0,0,0,0,0,0
YKL220C|FRE2,0,0,0,0,0,0
YKL219W|COS9,0,0,0,0,0,0
YKL218C|SRY1,0,0,0,0,0,0
YKL217W|JEN1,0,0,0,0,0,0
YKL216W|URA1,0,0,0,0,0,0
YKL215C|OXP1,0,0,0,0,0,0
YKL214C|YRA2,0,0,0,0,0,0
YKL213C|DOA1,0,0,0,0,0,0
YKL212W|SAC1,0,0,0,0,0,0
YKL211C|TRP3,0,0,0,0,0,0
snR64|SNR64,0,0,0,0,0,0
YKL210W|UBA1,0,0,0,0,0,0
YKL209C|STE6,0,0,0,0,0,0
tT(CGU)K|TRT2,0,0,0,0,0,0
YKL208W|CBT1,0,0,0,0,0,0
YKL207W|AIM27,0,0,0,0,0,0
YKL206C|ADD66,0,0,0,0,0,0
YKL205W|LOS1,0,0,0,0,0,0
YKL204W|EAP1,0,0,0,0,0,0
YKL203C|TOR2,0,0,0,0,0,0
YKL202W|YKL202W,0,0,0,0,0,0
YKL201C|MNN4,0,0,0,0,0,0
YKL198C|PTK1,0,0,0,0,0,0
YKL197C|PEX1,0,0,0,0,0,0
tN(GUU)K|tN(GUU)K,0,0,0,0,0,0
YKL196C|YKT6,0,0,0,0,0,0
YKL195W|MIA40,0,0,0,0,0,0
YKL194C|MST1,0,0,0,0,0,0
YKL193C|SDS22,0,0,0,0,0,0
YKL192C|ACP1,0,0,0,0,0,0
YKL191W|DPH2,0,0,0,0,0,0
YKL190W|CNB1,0,0,0,0,0,0
tL(UAA)K|tL(UAA)K,0,0,0,0,0,0
YKL189W|HYM1,0,0,0,0,0,0
YKL188C|PXA2,0,0,0,0,0,0
YKL187C|YKL187C,0,0,0,0,0,0
YKL186C|MTR2,0,0,0,0,0,0
YKL185W|ASH1,0,0,0,0,0,0
YKL184W|SPE1,0,0,0,0,0,0
YKL183C-A|YKL183C-A,0,0,0,0,0,0
YKL183W|LOT5,0,0,0,0,0,0
YKL182W|FAS1,0,0,0,0,0,0
YKL181W|PRS1,0,0,0,0,0,0
YKL180W|RPL17A,0,0,0,0,0,0
YKL179C|COY1,0,0,0,0,0,0
YKL178C|STE3,0,0,0,0,0,0
YKL177W|YKL177W,0,0,0,0,0,0
YKL176C|LST4,0,0,0,0,0,0
YKL175W|ZRT3,0,0,0,0,0,0
YKL174C|TPO5,0,0,0,0,0,0
YKL173W|SNU114,0,0,0,0,0,0
YKL172W|EBP2,0,0,0,0,0,0
YKL171W|NNK1,0,0,0,0,0,0
YKL170W|MRPL38,0,0,0,0,0,0
YKL169C|YKL169C,0,0,0,0,0,0
YKL168C|KKQ8,0,0,0,0,0,0
YKL167C|MRP49,0,0,0,0,0,0
YKL166C|TPK3,0,0,0,0,0,0
YKL165C-A|YKL165C-A,0,0,0,0,0,0
YKL165C|MCD4,0,0,0,0,0,0
tE(UUC)K|tE(UUC)K,0,0,0,0,0,0
YKL164C|PIR1,0,0,0,0,0,0
YKL163W|PIR3,0,0,0,0,0,0
YKL162C-A|YKL162C-A,0,0,0,0,0,0
YKL162C|YKL162C,0,0,0,0,0,0
YKL161C|KDX1,0,0,0,0,0,0
YKL160W|ELF1,0,0,0,0,0,0
YKL159C|RCN1,0,0,0,0,0,0
YKL157W|APE2,0,0,0,0,0,0
YKL156W|RPS27A,0,0,0,0,0,0
YKL156C-A|YKL156C-A,0,0,0,0,0,0
YKL155C|RSM22,0,0,0,0,0,0
YKL154W|SRP102,0,0,0,0,0,0
tR(UCU)K|tR(UCU)K,0,0,0,0,0,0
YKL153W|YKL153W,0,0,0,0,0,0
YKL152C|GPM1,0,0,0,0,0,0
YKL151C|YKL151C,0,0,0,0,0,0
YKL150W|MCR1,0,0,0,0,0,0
YKL149C|DBR1,0,0,0,0,0,0
YKL148C|SDH1,0,0,0,0,0,0
YKL147C|YKL147C,0,0,0,0,0,0
YKL146W|AVT3,0,0,0,0,0,0
YKL145W|RPT1,0,0,0,0,0,0
YKL145W-A|YKL145W-A,0,0,0,0,0,0
YKL144C|RPC25,0,0,0,0,0,0
YKL143W|LTV1,0,0,0,0,0,0
YKL142W|MRP8,0,0,0,0,0,0
YKL141W|SDH3,0,0,0,0,0,0
YKL140W|TGL1,0,0,0,0,0,0
YKL139W|CTK1,0,0,0,0,0,0
YKL138C-A|HSK3,0,0,0,0,0,0
YKL138C|MRPL31,0,0,0,0,0,0
YKL137W|CMC1,0,0,0,0,0,0
YKL136W|YKL136W,0,0,0,0,0,0
YKL135C|APL2,0,0,0,0,0,0
YKL134C|OCT1,0,0,0,0,0,0
YKL133C|YKL133C,0,0,0,0,0,0
YKL132C|RMA1,0,0,0,0,0,0
YKL131W|YKL131W,0,0,0,0,0,0
YKL130C|SHE2,0,0,0,0,0,0
YKL129C|MYO3,0,0,0,0,0,0
YKL128C|PMU1,0,0,0,0,0,0
tK(CUU)K|tK(CUU)K,0,0,0,0,0,0
YKL127W|PGM1,0,0,0,0,0,0
YKL126W|YPK1,0,0,0,0,0,0
YKL125W|RRN3,0,0,0,0,0,0
YKL124W|SSH4,0,0,0,0,0,0
YKL123W|YKL123W,0,0,0,0,0,0
YKL122C|SRP21,0,0,0,0,0,0
YKL121W|DGR2,0,0,0,0,0,0
YKL120W|OAC1,0,0,0,0,0,0
YKL119C|VPH2,0,0,0,0,0,0
YKL118W|YKL118W,0,0,0,0,0,0
tA(AGC)K1|tA(AGC)K1,0,0,0,0,0,0
YKL117W|SBA1,0,0,0,0,0,0
YKL116C|PRR1,0,0,0,0,0,0
YKL115C|YKL115C,0,0,0,0,0,0
YKL114C|APN1,0,0,0,0,0,0
YKL113C|RAD27,0,0,0,0,0,0
YKL112W|ABF1,0,0,0,0,0,0
YKL111C|YKL111C,0,0,0,0,0,0
YKL110C|KTI12,0,0,0,0,0,0
YKL109W|HAP4,0,0,0,0,0,0
YKL108W|SLD2,0,0,0,0,0,0
YKL107W|YKL107W,0,0,0,0,0,0
YKL106C-A|YKL106C-A,0,0,0,0,0,0
YKL106W|AAT1,0,0,0,0,0,0
YKL105C|YKL105C,0,0,0,0,0,0
YKL104C|GFA1,0,0,0,0,0,0
YKL103C|LAP4,0,0,0,0,0,0
YKL102C|YKL102C,0,0,0,0,0,0
YKL101W|HSL1,0,0,0,0,0,0
YKL100C|YKL100C,0,0,0,0,0,0
YKL100W-A|YKL100W-A,0,0,0,0,0,0
YKL099C|UTP11,0,0,0,0,0,0
YKL098W|MTC2,0,0,0,0,0,0
YKL097C|YKL097C,0,0,0,0,0,0
YKL096C-B|YKL096C-B,0,0,0,0,0,0
YKL096W-A|CWP2,0,0,0,0,0,0
YKL096W|CWP1,0,0,0,0,0,0
YKL095W|YJU2,0,0,0,0,0,0
YKL094W|YJU3,0,0,0,0,0,0
YKL093W|MBR1,0,0,0,0,0,0
YKL092C|BUD2,0,0,0,0,0,0
YKL091C|YKL091C,0,0,0,0,0,0
YKL090W|CUE2,0,0,0,0,0,0
YKL089W|MIF2,0,0,0,0,0,0
YKL088W|CAB3,0,0,0,0,0,0
YKL087C|CYT2,0,0,0,0,0,0
YKL086W|SRX1,0,0,0,0,0,0
YKL085W|MDH1,0,0,0,0,0,0
YKL084W|HOT13,0,0,0,0,0,0
YKL083W|YKL083W,0,0,0,0,0,0
YKL082C|RRP14,0,0,0,0,0,0
YKL081W|TEF4,0,0,0,0,0,0
snR38|SNR38,0,0,0,0,0,0
YKL080W|VMA5,0,0,0,0,0,0
YKL079W|SMY1,0,0,0,0,0,0
YKL078W|DHR2,0,0,0,0,0,0
YKL077W|YKL077W,0,0,0,0,0,0
YKL076C|PSY1,0,0,0,0,0,0
YKL075C|YKL075C,0,0,0,0,0,0
YKL074C|MUD2,0,0,0,0,0,0
YKL073W|LHS1,0,0,0,0,0,0
YKL072W|STB6,0,0,0,0,0,0
tW(CCA)K|tW(CCA)K,0,0,0,0,0,0
YKL071W|YKL071W,0,0,0,0,0,0
YKL070W|YKL070W,0,0,0,0,0,0
YKL069W|YKL069W,0,0,0,0,0,0
tV(AAC)K1|tV(AAC)K1,0,0,0,0,0,0
YKL068W-A|YKL068W-A,0,0,0,0,0,0
YKL068W|NUP100,0,0,0,0,0,0
tH(GUG)K|tH(GUG)K,0,0,0,0,0,0
YKL067W|YNK1,0,0,0,0,0,0
YKL066W|YKL066W,0,0,0,0,0,0
YKL065W-A|YKL065W-A,0,0,0,0,0,0
YKL065C|YET1,0,0,0,0,0,0
YKL064W|MNR2,0,0,0,0,0,0
YKL063C|YKL063C,0,0,0,0,0,0
YKL062W|MSN4,0,0,0,0,0,0
YKL061W|YKL061W,0,0,0,0,0,0
YKL060C|FBA1,0,0,0,0,0,0
YKL059C|MPE1,0,0,0,0,0,0
YKL058W|TOA2,0,0,0,0,0,0
YKL057C|NUP120,0,0,0,0,0,0
YKL056C|TMA19,0,0,0,0,0,0
YKL055C|OAR1,0,0,0,0,0,0
YKL054C|DEF1,0,0,0,0,0,0
YKL053C-A|MDM35,0,0,0,0,0,0
YKL053W|YKL053W,0,0,0,0,0,0
YKL052C|ASK1,0,0,0,0,0,0
YKL051W|SFK1,0,0,0,0,0,0
YKL050C|YKL050C,0,0,0,0,0,0
YKL049C|CSE4,0,0,0,0,0,0
YKL048C|ELM1,0,0,0,0,0,0
YKL047W|YKL047W,0,0,0,0,0,0
YKL046C|DCW1,0,0,0,0,0,0
YKL045W|PRI2,0,0,0,0,0,0
YKL044W|YKL044W,0,0,0,0,0,0
YKL043W|PHD1,0,0,0,0,0,0
YKL042W|SPC42,0,0,0,0,0,0
YKL041W|VPS24,0,0,0,0,0,0
YKL040C|NFU1,0,0,0,0,0,0
YKL039W|PTM1,0,0,0,0,0,0
snR69|SNR69,0,0,0,0,0,0
YKL038W|RGT1,0,0,0,0,0,0
YKL037W|AIM26,0,0,0,0,0,0
YKL036C|YKL036C,0,0,0,0,0,0
YKL035W|UGP1,0,0,0,0,0,0
YKL034W|TUL1,0,0,0,0,0,0
YKL033W-A|YKL033W-A,0,0,0,0,0,0
YKL033W|TTI1,0,0,0,0,0,0
tV(AAC)K2|tV(AAC)K2,0,0,0,0,0,0
YKL032C|IXR1,0,0,0,0,0,0
YKL031W|YKL031W,0,0,0,0,0,0
YKL030W|YKL030W,0,0,0,0,0,0
YKL029C|MAE1,0,0,0,0,0,0
YKL028W|TFA1,0,0,0,0,0,0
YKL027W|YKL027W,0,0,0,0,0,0
YKL026C|GPX1,0,0,0,0,0,0
YKL025C|PAN3,0,0,0,0,0,0
YKL024C|URA6,0,0,0,0,0,0
YKL023C-A|YKL023C-A,0,0,0,0,0,0
YKL023W|YKL023W,0,0,0,0,0,0
YKL022C|CDC16,0,0,0,0,0,0
YKL021C|MAK11,0,0,0,0,0,0
YKL020C|SPT23,0,0,0,0,0,0
YKL019W|RAM2,0,0,0,0,0,0
YKL018C-A|YKL018C-A,0,0,0,0,0,0
YKL018W|SWD2,0,0,0,0,0,0
YKL017C|HCS1,0,0,0,0,0,0
YKL016C|ATP7,0,0,0,0,0,0
YKL015W|PUT3,0,0,0,0,0,0
YKL014C|URB1,0,0,0,0,0,0
YKL013C|ARC19,0,0,0,0,0,0
YKL012W|PRP40,0,0,0,0,0,0
YKL011C|CCE1,0,0,0,0,0,0
YKL010C|UFD4,0,0,0,0,0,0
YKL009W|MRT4,0,0,0,0,0,0
YKL008C|LAC1,0,0,0,0,0,0
YKL007W|CAP1,0,0,0,0,0,0
YKL006C-A|SFT1,0,0,0,0,0,0
